word,emotion,emotion-intensity-score
torture,sad,0.766
crisis,fear,0.766
criminal,fear,0.766
fearful,fear,0.766
inferno,fear,0.766
detonate,fear,0.766
invade,fear,0.766
anthrax,disgust,0.766
bomb,anger,0.766
deplorable,anger,0.766
kidnap,surprise,0.766
invader,fear,0.766
regurgitation,disgust,0.766
jihad,fear,0.766
repugnance,disgust,0.766
xenophobia,disgust,0.766
whore,disgust,0.766
lynch,disgust,0.766
cruel,disgust,0.766
scorn,anger,0.769
sufferer,sad,0.77
funday,happy,0.772
lynch,sad,0.773
abduction,surprise,0.773
leprosy,disgust,0.773
invade,surprise,0.773
toxic,disgust,0.773
sisterhood,happy,0.773
herpesvirus,disgust,0.773
loathsome,disgust,0.773
morgue,disgust,0.773
pus,disgust,0.773
insidious,disgust,0.773
cheers,happy,0.773
congrats,happy,0.773
cheered,happy,0.773
fiesta,happy,0.773
miraculous,happy,0.773
entertain,happy,0.773
happyvalentinesday,happy,0.773
alarming,surprise,0.773
detonate,surprise,0.773
raid,surprise,0.773
miraculous,surprise,0.773
die,sad,0.773
promise,happy,0.773
revulsion,anger,0.773
horrific,anger,0.773
madder,anger,0.773
verified,happy,0.773
retaliate,anger,0.773
credible,happy,0.773
respectable,happy,0.773
panicattack,fear,0.774
snake,fear,0.776
thrilling,happy,0.776
epidemic,fear,0.776
romance,happy,0.779
christmassy,happy,0.779
fumin,anger,0.779
hateeee,anger,0.779
treacherous,anger,0.779
accusing,anger,0.779
heartbreak,sad,0.781
loath,anger,0.781
quarrel,anger,0.781
detonation,anger,0.781
bloody,fear,0.781
flatulence,disgust,0.781
slime,disgust,0.781
monstrosity,disgust,0.781
crap,disgust,0.781
malaria,disgust,0.781
venomous,fear,0.781
maniac,fear,0.781
screaming,fear,0.781
pestilence,disgust,0.781
carnage,disgust,0.781
sinister,anger,0.781
enslaved,fear,0.781
lifeless,fear,0.781
warlike,fear,0.781
freakingout,fear,0.781
tumour,sad,0.781
bloody,anger,0.781
terrorize,sad,0.781
hellish,anger,0.781
rampage,fear,0.781
demoralized,sad,0.781
glad,happy,0.781
amazement,surprise,0.781
vow,happy,0.781
radiant,happy,0.781
solucky,happy,0.781
beautiful,happy,0.781
sothankful,happy,0.781
crying,sad,0.781
bury,sad,0.781
desecration,sad,0.781
glorify,happy,0.781
verification,happy,0.781
oath,happy,0.781
cooperative,happy,0.781
giggling,happy,0.781
feared,fear,0.782
manslaughter,anger,0.783
clash,anger,0.783
perish,fear,0.784
warcrimes,fear,0.785
amuse,happy,0.788
splendor,happy,0.788
disheartened,sad,0.788
tyrant,fear,0.788
fun,happy,0.788
growthefuckup,anger,0.788
punishing,anger,0.788
riot,anger,0.788
yelling,anger,0.788
retaliatory,anger,0.788
slaughterhouse,anger,0.788
ragetweet,anger,0.788
destroyed,anger,0.788
diabolical,anger,0.788
puke,disgust,0.789
gruesome,disgust,0.789
herpes,disgust,0.789
mutilated,disgust,0.789
true,happy,0.789
vermin,disgust,0.789
murderous,disgust,0.789
decayed,disgust,0.789
parasite,disgust,0.789
dung,disgust,0.789
decompose,disgust,0.789
partnership,happy,0.789
responsible,happy,0.789
grateful,happy,0.789
wisdom,happy,0.789
afflict,sad,0.789
erupt,surprise,0.789
bomb,surprise,0.789
horrific,disgust,0.789
exclaim,surprise,0.789
banishment,sad,0.79
slap,anger,0.791
devastate,fear,0.792
brokenheart,sad,0.792
arson,fear,0.794
carcass,disgust,0.795
dreadfully,fear,0.796
extermination,fear,0.797
sarcoma,sad,0.797
perished,sad,0.797
slave,sad,0.797
gallows,sad,0.797
mortality,fear,0.797
destruction,fear,0.797
persecution,fear,0.797
dreadfully,sad,0.797
dreadful,sad,0.797
lifeless,sad,0.797
bombers,fear,0.797
poison,fear,0.797
monstrosity,fear,0.797
lethal,sad,0.797
awestruck,surprise,0.797
kill,sad,0.797
scare,surprise,0.797
happier,happy,0.797
lovinlife,happy,0.797
success,happy,0.797
lovemylife,happy,0.797
yesss,happy,0.797
dancing,happy,0.797
happytweet,happy,0.797
destructive,anger,0.797
ruthless,anger,0.797
villainous,anger,0.797
assassination,sad,0.797
anxietyattack,fear,0.797
diseased,disgust,0.797
incurable,fear,0.797
filthy,disgust,0.797
depravity,disgust,0.797
sewage,disgust,0.797
hysteria,fear,0.797
harmful,fear,0.797
attack,fear,0.797
cyanide,fear,0.797
desolation,sad,0.797
leukemia,sad,0.797
devastate,sad,0.797
mortuary,sad,0.797
biggestfear,fear,0.797
cruelty,fear,0.797
sincere,happy,0.797
terrifies,fear,0.798
exorcism,fear,0.8
obliterated,fear,0.8
robbery,fear,0.8
snakes,fear,0.802
danger,fear,0.802
mortification,sad,0.802
giggle,happy,0.802
thankyoulord,happy,0.803
yeahhhh,happy,0.803
homicide,anger,0.803
punching,anger,0.803
slam,anger,0.803
claustrophobia,fear,0.803
gladness,happy,0.803
malignancy,sad,0.803
pleasure,happy,0.803
punched,anger,0.803
bitch,anger,0.803
fights,anger,0.803
yayyy,happy,0.803
perishing,sad,0.804
inhumanity,sad,0.804
myfavorite,happy,0.804
venom,fear,0.804
repulsive,disgust,0.805
hemorrhage,disgust,0.805
perverse,disgust,0.805
committed,happy,0.805
astonish,surprise,0.805
climax,surprise,0.805
astonishment,surprise,0.805
trust,happy,0.805
credibility,happy,0.805
integrity,happy,0.805
honorable,happy,0.805
loyalty,happy,0.805
aghast,surprise,0.805
torment,fear,0.806
bloody,sad,0.806
lethal,fear,0.806
hemorrhage,fear,0.807
fearing,fear,0.808
happyday,happy,0.809
exterminate,fear,0.81
pieceofshit,anger,0.81
whatmakesmesmile,happy,0.811
imprisoned,fear,0.811
anger,anger,0.811
goodtimes,happy,0.811
hurricane,fear,0.811
glorious,happy,0.812
splendid,happy,0.812
cruelty,sad,0.812
oppression,sad,0.812
terrorism,sad,0.812
dismemberment,disgust,0.812
vomit,disgust,0.812
poisonous,fear,0.812
violence,fear,0.812
destructive,fear,0.812
aggressor,fear,0.812
heartattack,fear,0.812
shooting,fear,0.812
quake,fear,0.812
damnation,fear,0.812
killing,sad,0.812
suffering,fear,0.812
frightful,fear,0.812
violent,fear,0.812
earthquake,fear,0.812
manslaughter,disgust,0.812
cadaver,disgust,0.812
faeces,disgust,0.812
slavery,disgust,0.812
sewer,disgust,0.812
crushed,fear,0.812
burial,sad,0.812
failure,sad,0.812
despair,sad,0.812
greatday,happy,0.812
sadly,sad,0.812
enjoy,happy,0.812
entrust,happy,0.812
victorious,happy,0.812
smiley,happy,0.812
disaster,surprise,0.812
fuming,anger,0.812
pissedoff,anger,0.812
pissesmeoff,anger,0.812
fierce,anger,0.812
abuse,anger,0.812
barbaric,anger,0.812
fucksake,anger,0.812
disgrace,sad,0.812
childloss,sad,0.812
distraught,sad,0.812
saddens,sad,0.812
earthquake,surprise,0.812
jackpot,surprise,0.812
berserk,anger,0.812
mournful,sad,0.812
famine,sad,0.812
heartache,sad,0.812
tyrant,anger,0.812
destroyer,anger,0.812
angrytweet,anger,0.812
vendetta,anger,0.812
bonanza,happy,0.812
jovial,happy,0.814
savage,anger,0.814
carnage,anger,0.814
atrocity,anger,0.814
savage,fear,0.814
abhor,anger,0.816
greatful,happy,0.816
crippling,fear,0.817
happyheart,happy,0.818
rejoicing,happy,0.818
excited,happy,0.818
joys,happy,0.818
sensational,happy,0.818
venomous,anger,0.818
celebratory,happy,0.818
ferocity,anger,0.818
terrorist,anger,0.818
threaten,anger,0.818
hateyou,anger,0.818
effyou,anger,0.818
vindictive,anger,0.819
goodmood,happy,0.819
starvation,sad,0.819
morbidity,fear,0.82
shit,disgust,0.82
diarrhoea,disgust,0.82
stunned,surprise,0.82
astound,surprise,0.82
grotesque,disgust,0.82
desecration,disgust,0.82
terrorist,disgust,0.82
repugnant,disgust,0.82
revolting,disgust,0.82
pervert,disgust,0.82
manure,disgust,0.82
murderer,disgust,0.82
brotherhood,happy,0.82
madman,anger,0.82
gory,disgust,0.82
livid,anger,0.821
contaminate,disgust,0.821
angry,anger,0.824
demolish,anger,0.824
riots,anger,0.824
miscarriage,sad,0.824
extermination,anger,0.824
laughter,happy,0.824
marvelous,happy,0.824
thankyougod,happy,0.824
dickhead,anger,0.824
condemn,anger,0.825
ruinous,anger,0.825
homesweethome,happy,0.826
satanic,anger,0.828
tyrannical,anger,0.828
hating,anger,0.828
demonic,anger,0.828
ragemode,anger,0.828
despicable,anger,0.828
hate,anger,0.828
perverted,disgust,0.828
eradication,fear,0.828
slaughtering,disgust,0.828
paralyze,fear,0.828
brutal,fear,0.828
kidnapped,fear,0.828
doomsday,fear,0.828
fear,fear,0.828
explode,fear,0.828
gunmen,fear,0.828
doom,fear,0.828
intruder,fear,0.828
nightmare,fear,0.828
cancer,fear,0.828
hellish,fear,0.828
devil,fear,0.828
frighten,fear,0.828
grenade,fear,0.828
fatal,fear,0.828
violently,fear,0.828
assassination,fear,0.828
allsmiles,happy,0.828
manslaughter,fear,0.828
torture,disgust,0.828
excretion,disgust,0.828
gore,disgust,0.828
enchanting,happy,0.828
trauma,fear,0.828
startling,surprise,0.828
enslaved,sad,0.828
mutilation,sad,0.828
emergency,surprise,0.828
bewilderment,surprise,0.828
suddenly,surprise,0.828
annihilated,sad,0.828
sickness,sad,0.828
casualty,sad,0.828
helplessness,sad,0.828
mourn,sad,0.828
slavery,sad,0.828
torment,sad,0.828
smiling,happy,0.828
horrors,sad,0.828
abandoned,sad,0.828
morbid,sad,0.828
annihilation,sad,0.828
murder,sad,0.828
unbearable,sad,0.83
stillborn,sad,0.83
carnage,sad,0.833
rampage,anger,0.833
rabid,anger,0.833
torture,anger,0.833
blessed,happy,0.833
marvellous,happy,0.833
sweetness,happy,0.833
manslaughter,sad,0.833
horrid,anger,0.833
paradise,happy,0.833
evil,fear,0.833
celebrations,happy,0.833
cruelty,anger,0.833
pained,sad,0.833
festive,happy,0.833
prick,anger,0.835
ghastly,fear,0.836
asshole,disgust,0.836
truthful,happy,0.836
homicide,disgust,0.836
catastrophe,surprise,0.836
unexpectedly,surprise,0.836
fright,surprise,0.836
dazzle,surprise,0.836
bang,surprise,0.836
trusting,happy,0.836
enslaved,disgust,0.836
infanticide,disgust,0.836
crippled,sad,0.836
bloodshed,sad,0.836
hostilities,anger,0.837
detest,anger,0.838
unhappiness,sad,0.839
murder,disgust,0.839
chaos,fear,0.839
dumbbitch,anger,0.841
belligerent,anger,0.841
death,fear,0.843
obliterate,anger,0.843
murderous,sad,0.844
frightened,fear,0.844
execution,fear,0.844
traumatic,fear,0.844
frightening,fear,0.844
vengeance,fear,0.844
bombardment,fear,0.844
destroying,fear,0.844
scariest,fear,0.844
slaughtering,sad,0.844
destroyed,sad,0.844
persecution,sad,0.844
sorrow,sad,0.844
hopelessness,sad,0.844
maggot,disgust,0.844
rotting,disgust,0.844
feces,disgust,0.844
fecal,disgust,0.844
funeral,sad,0.844
wonderfully,happy,0.844
favoriteholiday,happy,0.844
celebrate,happy,0.844
irate,anger,0.844
miserable,sad,0.844
horrific,sad,0.844
petrified,fear,0.844
sad,sad,0.844
honesty,happy,0.844
honest,happy,0.844
honor,happy,0.844
truth,happy,0.844
abomination,anger,0.844
slaughter,anger,0.844
infuriate,anger,0.844
stab,anger,0.844
violent,anger,0.844
destroying,anger,0.844
tumultuous,anger,0.844
thunderstruck,surprise,0.844
grieve,sad,0.844
shock,surprise,0.844
homicide,sad,0.844
scare,fear,0.844
painful,fear,0.844
drown,fear,0.844
abomination,fear,0.844
afraid,fear,0.844
jolt,surprise,0.844
monster,fear,0.844
apocalypse,fear,0.844
morgue,fear,0.844
slayer,fear,0.844
panicked,fear,0.844
suffering,sad,0.844
hohoho,happy,0.845
outrage,anger,0.848
treachery,sad,0.848
betrayed,sad,0.848
desecration,anger,0.848
mademyday,happy,0.848
pissingmeoff,anger,0.848
beating,anger,0.849
terrorism,anger,0.851
thrilled,happy,0.851
plague,disgust,0.852
infestation,disgust,0.852
blast,surprise,0.852
alarm,surprise,0.852
malice,anger,0.852
astonishingly,surprise,0.852
bloodthirsty,disgust,0.852
holocaust,disgust,0.852
exciting,happy,0.853
fright,fear,0.853
murderous,anger,0.853
attack,anger,0.853
cadaver,sad,0.853
hell,anger,0.853
treachery,fear,0.856
loathsome,anger,0.857
suffocating,fear,0.858
explosive,fear,0.859
attacking,fear,0.859
executioner,fear,0.859
tragedy,fear,0.859
ilovechristmas,happy,0.859
cheering,happy,0.859
celebrated,happy,0.859
perish,sad,0.859
loved,happy,0.859
hallelujah,happy,0.859
tearsofjoy,happy,0.859
yayyyy,happy,0.859
slaughterhouse,fear,0.859
glory,happy,0.859
hostility,anger,0.859
tirade,anger,0.859
malicious,anger,0.859
explode,anger,0.859
strangle,anger,0.859
assassination,anger,0.859
assault,anger,0.859
hooray,happy,0.859
anthrax,fear,0.859
warfare,fear,0.859
guillotine,fear,0.859
sewerage,disgust,0.859
incestuous,disgust,0.859
bigot,disgust,0.859
thrilling,surprise,0.859
outburst,surprise,0.859
miracle,surprise,0.859
rancid,disgust,0.859
crucifixion,sad,0.859
depressed,sad,0.859
atrocity,sad,0.859
execution,sad,0.859
traumatic,sad,0.859
dread,fear,0.859
demonic,fear,0.859
barbaric,fear,0.859
abandonment,sad,0.859
peril,fear,0.859
ihatespiders,fear,0.859
bloodshed,fear,0.859
homicide,fear,0.859
annihilated,fear,0.859
grief,sad,0.859
filth,disgust,0.859
molestation,fear,0.859
hell,fear,0.86
brawl,anger,0.861
smite,anger,0.862
laughing,happy,0.864
woohoo,happy,0.864
morbidity,sad,0.864
superb,happy,0.864
sadness,sad,0.864
angriest,anger,0.864
bloodshed,anger,0.864
attacking,anger,0.865
annihilated,anger,0.865
surprising,surprise,0.867
surprised,surprise,0.867
slaughterhouse,disgust,0.867
trustworthy,happy,0.867
frightened,surprise,0.867
fighting,anger,0.868
sohappy,happy,0.868
rape,fear,0.87
shockingly,surprise,0.875
surprisingly,surprise,0.875
slaughter,disgust,0.875
barf,disgust,0.875
frighten,surprise,0.875
startle,surprise,0.875
savagery,fear,0.875
abhorrent,anger,0.875
pissoff,anger,0.875
cancer,sad,0.875
rape,sad,0.875
devastating,sad,0.875
dying,sad,0.875
slaughtering,fear,0.875
disastrous,fear,0.875
assassin,fear,0.875
suffocation,fear,0.875
dismemberment,fear,0.875
annihilation,fear,0.875
disaster,fear,0.875
deadly,fear,0.875
threatening,fear,0.875
lovinglife,happy,0.875
iloveher,happy,0.875
enthusiastic,happy,0.875
glee,happy,0.875
overthemoon,happy,0.875
happyplace,happy,0.875
yaaaay,happy,0.875
bloodthirsty,anger,0.875
pleasurable,happy,0.877
murderer,sad,0.877
explosion,fear,0.879
blissful,happy,0.879
outstanding,happy,0.879
suicide,fear,0.879
marvelously,happy,0.881
massacre,anger,0.882
threatening,anger,0.882
explosive,surprise,0.883
ambush,surprise,0.883
massacre,disgust,0.883
excrement,disgust,0.883
corpse,disgust,0.883
eruption,surprise,0.883
trusted,happy,0.883
vicious,anger,0.884
wrath,anger,0.885
torment,anger,0.885
poisoned,fear,0.886
gofuckyourself,anger,0.886
vengeance,anger,0.886
doomed,fear,0.888
exhilaration,happy,0.891
peaceofmind,happy,0.891
rot,disgust,0.891
jolly,happy,0.891
lovethis,happy,0.891
excitation,happy,0.891
pleasures,happy,0.891
delighted,happy,0.891
laugh,happy,0.891
combative,anger,0.891
crucifixion,fear,0.891
slaughter,fear,0.891
kidnap,fear,0.891
deceased,sad,0.891
stillbirth,sad,0.891
assault,fear,0.891
killing,anger,0.893
explosive,anger,0.894
pissed,anger,0.894
rape,anger,0.894
obliterated,anger,0.894
vengeful,anger,0.894
ferocious,anger,0.894
sopissed,anger,0.894
elated,happy,0.894
infuriates,anger,0.894
raging,anger,0.896
weeping,sad,0.896
murder,anger,0.897
hostile,anger,0.898
annihilate,anger,0.898
suicidal,fear,0.898
explosion,surprise,0.898
deadly,sad,0.898
cannibal,disgust,0.898
agony,sad,0.9
furor,anger,0.9
anguish,sad,0.902
holocaust,fear,0.906
assassinate,fear,0.906
demon,fear,0.906
terrified,fear,0.906
lovelovelove,happy,0.906
truthfulness,happy,0.906
devastation,fear,0.906
ecstasy,happy,0.906
cheerful,happy,0.906
killing,fear,0.906
homicidal,anger,0.906
mutilation,fear,0.906
terrifying,fear,0.906
died,sad,0.906
gonorrhea,disgust,0.906
rape,disgust,0.906
murder,fear,0.906
fatality,fear,0.906
depressing,sad,0.906
explode,surprise,0.906
horrors,fear,0.906
flabbergast,surprise,0.906
fucktard,anger,0.906
roadrage,anger,0.906
damnation,anger,0.906
horrifying,fear,0.906
tragedy,sad,0.906
horrifying,sad,0.907
overjoyed,happy,0.909
purebliss,happy,0.909
loathe,anger,0.909
rage,anger,0.911
catastrophe,sad,0.911
massacre,fear,0.911
suicide,sad,0.912
spectacular,happy,0.912
merriment,happy,0.912
fuckoff,anger,0.912
annihilation,anger,0.912
devastated,sad,0.912
happydance,happy,0.912
assassinate,anger,0.912
veryangry,anger,0.913
slaughtering,anger,0.914
incest,disgust,0.914
molestation,disgust,0.914
death,sad,0.915
savagery,anger,0.915
angered,anger,0.916
execution,anger,0.917
devastation,sad,0.917
murderous,fear,0.92
bereaved,sad,0.92
lovee,happy,0.92
makesmehappy,happy,0.922
brutality,fear,0.922
horrified,fear,0.922
excitement,happy,0.922
joyous,happy,0.922
happily,happy,0.922
exuberance,happy,0.922
terrorize,fear,0.922
euphoria,happy,0.922
fabulous,happy,0.922
grieving,sad,0.922
fatal,sad,0.922
murderer,anger,0.922
fury,anger,0.922
bereavement,sad,0.922
bloodthirsty,fear,0.922
horror,fear,0.923
screwyou,anger,0.924
joy,happy,0.924
depression,sad,0.925
awesomeness,happy,0.926
enraged,anger,0.927
furiously,anger,0.927
euthanasia,sad,0.927
furious,anger,0.929
mutilation,disgust,0.93
surprise,surprise,0.93
massacre,sad,0.931
loveee,happy,0.932
missiles,fear,0.934
bomb,fear,0.935
violently,anger,0.938
infuriated,anger,0.938
beaming,happy,0.938
bestdayever,happy,0.938
misery,sad,0.938
bombing,fear,0.938
terrorize,anger,0.939
hateful,anger,0.94
suicidal,sad,0.941
war,fear,0.942
elation,happy,0.944
dying,fear,0.948
catastrophe,fear,0.953
murderer,fear,0.953
annihilate,fear,0.953
cannibalism,disgust,0.953
holocaust,sad,0.953
hatred,anger,0.953
terror,fear,0.953
ecstatic,happy,0.954
homicidal,fear,0.959
brutality,anger,0.959
tragic,sad,0.961
kill,fear,0.962
outraged,anger,0.964
suicidebombing,fear,0.967
terrorism,fear,0.969
terrorists,fear,0.969
horrific,fear,0.969
jubilant,happy,0.969
mourning,sad,0.969
heartbreaking,sad,0.969
celebrating,happy,0.97
bliss,happy,0.971
terrorist,fear,0.972
happiness,happy,0.984
torture,fear,0.984
happiest,happy,0.986
abolish,anger,
accuser,anger,
agh,anger,
alienate,anger,
angermanagement,anger,
angers,anger,
angriness,anger,
annoyance,anger,
annoyed,anger,
annoying,anger,
annoys,anger,
antipathy,anger,
appall,anger,
appalled,anger,
appalls,anger,
arse,anger,
ass,anger,
asses,anger,
assholes,anger,
attentionseeker,anger,
attentionseekers,anger,
avarice,anger,
backoff,anger,
barb,anger,
barge,anger,
bark,anger,
barks,anger,
bayonet,anger,
bear,anger,
biased,anger,
bitches,anger,
blatant,anger,
boisterous,anger,
bothering,anger,
brat,anger,
brrr,anger,
burke,anger,
butts,anger,
cane,anger,
canker,anger,
cantwin,anger,
censor,anger,
chaff,anger,
claimant,anger,
cock,anger,
cocks,anger,
cocksucker,anger,
cocksuckers,anger,
compulsion,anger,
concussion,anger,
confiscate,anger,
conquest,anger,
contradict,anger,
controversial,anger,
copycat,anger,
crabby,anger,
cracked,anger,
criticism,anger,
crusade,anger,
cunt,anger,
cunts,anger,
dabbling,anger,
damned,anger,
dangit,anger,
deflate,anger,
defraud,anger,
delinquent,anger,
desist,anger,
detract,anger,
devestated,anger,
die,anger,
disinformation,anger,
disliked,anger,
disobedience,anger,
disobedient,anger,
disobey,anger,
disservice,anger,
disused,anger,
do not listen,anger,
dramaqueen,anger,
dumb,anger,
dumbass,anger,
dumber,anger,
dumbest,anger,
dummies,anger,
dummy,anger,
embarrass,anger,
embarrassed,anger,
embarrasses,anger,
embarrassing,anger,
enrage,anger,
extinguish,anger,
f k,anger,
f off,anger,
f the,anger,
f you,anger,
falsehood,anger,
falsification,anger,
faulty,anger,
fck,anger,
feisty,anger,
fenced,anger,
firstworldprobs,anger,
fkyou,anger,
fk,anger,
fk up,anger,
fkn,anger,
flagrant,anger,
foe,anger,
foray,anger,
forbidding,anger,
forfeit,anger,
forsaken,anger,
freaking,anger,
fricking,anger,
friction,anger,
frustrative,anger,
fuck,anger,
fucked,anger,
fucker,anger,
fuckers,anger,
fuckery,anger,
fucking,anger,
fucking hell,anger,
fucks,anger,
fuddled,anger,
fugly,anger,
fuk,anger,
fumes,anger,
furiousness,anger,
furore,anger,
fuss,anger,
gahhh,anger,
gang bang,anger,
get outta here,anger,
getoverit,anger,
getoveryourself,anger,
getyourown,anger,
gibberish,anger,
go broke,anger,
gobroke,anger,
goddamn,anger,
goddamnit,anger,
godless,anger,
gr,anger,
grrrrr,anger,
gruff,anger,
grumpy,anger,
gtfo,anger,
gtfoh,anger,
harassed,anger,
hard to believe,anger,
hated,anger,
hates,anger,
haughty,anger,
haye,anger,
hideous,anger,
hiss,anger,
hooker,anger,
hoot,anger,
hormonal,anger,
hostage,anger,
hysterical,anger,
immaturity,anger,
immorality,anger,
impermeable,anger,
implicate,anger,
imtryingtosleep,anger,
inadmissible,anger,
inappropriate,anger,
incongruous,anger,
inconvenient,anger,
incredulous,anger,
indecency,anger,
indenture,anger,
inhibit,anger,
irritation,anger,
irritative,anger,
jealous,anger,
justthebeginning,anger,
kill them all,anger,
lazy people,anger,
let them die,anger,
litigate,anger,
litigious,anger,
loudness,anger,
maddened,anger,
madness,anger,
martial,anger,
meddle,anger,
mf,anger,
mislead,anger,
misrepresented,anger,
misstatement,anger,
mistress,anger,
mocking,anger,
mofo,anger,
motherfucker,anger,
motherfuckers,anger,
mucked,anger,
muff,anger,
mug,anger,
mule,anger,
mutter,anger,
myopia,anger,
n word,anger,
nag,anger,
nettle,anger,
no respect,anger,
noisy,anger,
nopoint,anger,
nosey,anger,
not trust,anger,
notamorningperson,anger,
nothappy,anger,
nuisance,anger,
oblivion,anger,
obnoxious,anger,
onerous,anger,
outrageous,anger,
overplayed,anger,
overrun,anger,
peice,anger,
penetration,anger,
penitentiary,anger,
pestered,anger,
pestering,anger,
pestiferous,anger,
petpeeve,anger,
picket,anger,
picketing,anger,
pirate,anger,
piss,anger,
pisses,anger,
pissing,anger,
polemic,anger,
pout,anger,
pouting,anger,
presumptuous,anger,
provoked,anger,
pry,anger,
rabble,anger,
raped,anger,
rapes,anger,
rapping,anger,
rawr,anger,
remand,anger,
remiss,anger,
renounce,anger,
reproach,anger,
resents,anger,
restitution,anger,
revving,anger,
ribbon,anger,
rivalry,anger,
roadworks,anger,
sarcasm,anger,
sarcastic,anger,
scapegoat,anger,
schism,anger,
screams,anger,
sedition,anger,
selfish,anger,
selfishness,anger,
shithead,anger,
shits,anger,
shittiest,anger,
shitting,anger,
shitty,anger,
shoplifting,anger,
should be fired,anger,
shut up,anger,
shyt,anger,
sizzle,anger,
skewed,anger,
smother,anger,
snubbed,anger,
sob,anger,
sodding,anger,
son of a,anger,
soslow,anger,
spammers,anger,
squelch,anger,
standstill,anger,
stone,anger,
stupidrain,anger,
subversion,anger,
subversive,anger,
suck,anger,
sucked,anger,
sucker,anger,
suckered,anger,
suckers,anger,
sucking,anger,
sucks,anger,
surly,anger,
talons,anger,
testing my patience,anger,
thanksalot,anger,
thresh,anger,
thump,anger,
timewasters,anger,
tripping,anger,
troublesome,anger,
twitching,anger,
twitchy,anger,
underpaid,anger,
unfairness,anger,
unfollow,anger,
ungrateful,anger,
unhelpful,anger,
unreliable,anger,
unsettled,anger,
unsympathetic,anger,
untoward,anger,
untrue,anger,
untrustworthy,anger,
useless,anger,
usurp,anger,
usurped,anger,
vindicate,anger,
violated,anger,
wack,anger,
wannasleep,anger,
warp,anger,
wasting,anger,
weak af,anger,
wench,anger,
whatsthepoint,anger,
whiny,anger,
willful,anger,
wokemeup,anger,
wop,anger,
wrathful,anger,
wring,anger,
wroth,anger,
wrothful,anger,
angersymbol,anger_emojis,
angryface,anger_emojis,
angryfacesymbolshead,anger_emojis,
angryfacewithhorns,anger_emojis,
annoyedface,anger_emojis,
explodinghead,anger_emojis,
facewithsteamfromnose,anger_emojis,
hotface,anger_emojis,
middlefinger,anger_emojis,
personpouting,anger_emojis,
pileofpoo,anger_emojis,
poutingcatface,anger_emojis,
poutingface,anger_emojis,
shushingface,anger_emojis,
skull,anger_emojis,
skullandcrossbones,anger_emojis,
abominations,disgust,
alien,disgust,
anal,disgust,
aphid,disgust,
arrogant,disgust,
arrogants,disgust,
aversation,disgust,
averseness,disgust,
baboon,disgust,
backwardness,disgust,
bag,disgust,
bagger,disgust,
baggers,disgust,
baggies,disgust,
bagholder,disgust,
bagholders,disgust,
bagholding,disgust,
bags,disgust,
banksters,disgust,
barrow,disgust,
basher,disgust,
bashers,disgust,
bastards,disgust,
bear hunting,disgust,
birch,disgust,
bitching,disgust,
blunder,disgust,
bogus,disgust,
bovine,disgust,
bs,disgust,
bukakie,disgust,
bullshit,disgust,
bullshitter,disgust,
bullshitting,disgust,
bully,disgust,
bum,disgust,
bureaucrat,disgust,
catechism,disgust,
chagrin,disgust,
cheating,disgust,
cheats,disgust,
choked,disgust,
chokes,disgust,
chump,disgust,
chumps,disgust,
circus,disgust,
clown,disgust,
clowns,disgust,
clumsy,disgust,
cocky,disgust,
compost,disgust,
con call,disgust,
con man,disgust,
conspiracy,disgust,
contraband,disgust,
corrupt,disgust,
corrupted,disgust,
cowardice,disgust,
cowardliness,disgust,
cowardly,disgust,
coyote,disgust,
crackhead,disgust,
crawl,disgust,
creature,disgust,
creep,disgust,
cretin,disgust,
criminal,disgust,
criminals,disgust,
cripple,disgust,
crippled,disgust,
critter,disgust,
cronies,disgust,
crook,disgust,
crooked,disgust,
crooks,disgust,
cur,disgust,
daft,disgust,
debbie downers,disgust,
deceive,disgust,
defamation,disgust,
defective,disgust,
degenerate,disgust,
degenerates,disgust,
delusional,disgust,
detestable,disgust,
devils,disgust,
diarrhea,disgust,
discoloration,disgust,
discolored,disgust,
discontinuity,disgust,
disdain,disgust,
disdains,disgust,
disgusted,disgust,
disgustful,disgust,
disgusts,disgust,
dishonesty,disgust,
disinclination,disgust,
disincline,disgust,
disinclined,disgust,
disingenuous,disgust,
dislike,disgust,
disliking,disgust,
displacency,disgust,
displeasure,disgust,
disregarded,disgust,
disrelish,disgust,
disreputable,disgust,
disrespect,disgust,
disrespects,disgust,
distorted,disgust,
distrust,disgust,
distrustfulness,disgust,
distrusts,disgust,
donkey,disgust,
down syndrome,disgust,
drivel,disgust,
duh,disgust,
dumpers,disgust,
dumpster fire,disgust,
dupe,disgust,
dupery,disgust,
egotistical,disgust,
ew,disgust,
exposed,disgust,
fag,disgust,
fags,disgust,
fake,disgust,
fakecrypto,disgust,
faked,disgust,
fakenews,disgust,
fakeout,disgust,
faker,disgust,
fakes,disgust,
falsify,disgust,
falsity,disgust,
farcical,disgust,
felon,disgust,
felonious,disgust,
felons,disgust,
financil hackers,disgust,
fishy,disgust,
fleece,disgust,
fool,disgust,
fooling,disgust,
foolish,disgust,
foolishly,disgust,
fools,disgust,
fraud,disgust,
frauds,disgust,
fraudulence,disgust,
fraudulent,disgust,
fulsome,disgust,
fussy,disgust,
gags,disgust,
gamblers,disgust,
gaming ecosystem,disgust,
gaming the system,disgust,
garish,disgust,
gnome,disgust,
godforsaken,disgust,
groan,disgust,
grossly,disgust,
